persona_id,persona,engaging,coherence,positive,sum,e+c,,,engaging,coherence,positive,sum,e+c
265,i go to dance lessons with my boyfriend .,0.303605434,0.711557884,0.635784846,1.650948164,1.015163318,,,,,,,
266,i go to the pool every thursday for three hours .,0.254800164,0.697386112,0.625915081,1.578101357,0.952186276,,,,,,,
267,i go to the theater to watch plays .,0.267123447,0.691253449,0.623766562,1.582143458,0.958376896,,,,,,,
268,i go to work early in the morning as a nurse .,0.434939864,0.653020432,0.550665758,1.638626054,1.087960296,,,,,,,
269,i go visit them sometimes .,0.356412547,0.762741246,0.653890326,1.773044118,1.119153793,,,,,,,
270,i got a job as a coach at a local highschool .,0.367817341,0.621445338,0.515972639,1.505235317,0.989262679,,,,,,,
271,i got a job as an accountant 3 months ago .,0.434521432,0.695433549,0.477865441,1.607820423,1.129954982,,,,,,,
272,i got a new job just yesterday to be a life coach .,0.34053475,0.669389548,0.505899664,1.515823961,1.009924298,,,,,,,
273,i got a scholarship for playing soccer .,0.251362634,0.691320471,0.723537178,1.666220283,0.942683105,,,,,,,
274,i got hired as a security guard .,0.42204899,0.637999267,0.436902643,1.496950901,1.060048258,,,,,,,
275,i got off the road when i married my sweetheart .,0.326318878,0.773536978,0.634950211,1.734806067,1.099855856,,,,,,,
276,i graduated college for secondary english education .,0.352412147,0.688474298,0.542524232,1.583410677,1.040886445,,,,,,,
277,i graduated from yale in 2011 with a degree in finance .,0.341218726,0.672009652,0.615931458,1.629159836,1.013228378,,,,,,,
278,i graduated top of my class .,0.352358979,0.736405543,0.619035734,1.707800256,1.088764522,,,,,,,
279,i graduated with a nursing degree .,0.363021875,0.702838973,0.574522101,1.640382948,1.065860848,,,,,,,
280,i graduated with a statistics degree .,0.336535048,0.722542062,0.593516975,1.652594084,1.05907711,,,,,,,
281,i grew up by the ocean .,0.262803732,0.740055486,0.603899023,1.606758241,1.002859219,,,,,,,
282,i grew up homeschooled .,0.344282884,0.702751968,0.580102367,1.627137219,1.047034852,,,,,,,
283,i grew up in manhattan .,0.366266014,0.729318983,0.539396381,1.634981377,1.095584997,,,,,,,
284,i grew up in nevada .,0.351509931,0.74566334,0.558005806,1.655179076,1.097173271,,,,,,,
285,i grew up in new hampshire .,0.378083773,0.729000099,0.538358795,1.645442667,1.107083872,,,,,,,
286,"i grew up in syracuse , ny with my parents and brother .",0.370991675,0.747743549,0.535881808,1.654617031,1.118735223,,,,,,,
287,i grew up in the deep south .,0.332805995,0.713660659,0.543293478,1.589760132,1.046466654,,,,,,,
288,i grew up in the industry .,0.377805112,0.76858189,0.586382674,1.732769676,1.146387002,,,,,,,
289,i grew up in the projects of chicago .,0.35044941,0.735359671,0.538955634,1.624764715,1.085809081,,,,,,,
290,i grew up in the trailer park .,0.30677302,0.728407613,0.511672639,1.546853272,1.035180633,,,,,,,
291,i had 128 tackles last year .,0.324656784,0.751351167,0.649554615,1.725562566,1.076007951,,,,,,,
292,i had a gig at local theater last night .,0.348128616,0.736951611,0.564004547,1.649084774,1.085080227,,,,,,,
293,i had a girlfriend who eloped with my best friend one day .,0.361361148,0.756111377,0.551574089,1.669046614,1.117472525,,,,,,,
294,i had cancer but its gone now .,0.383843182,0.743967217,0.535794747,1.663605146,1.127810399,,,,,,,
295,"i had one step dad , and fortunately he ignored me .",0.31904894,0.732786254,0.531151645,1.582986838,1.051835194,,,,,,,
296,i had to call 911 when i had a terrible headache .,0.444636228,0.746116812,0.544553524,1.735306563,1.19075304,,,,,,,
297,i had to drop out of college to help with my grandparents .,0.396714712,0.750754589,0.538320029,1.68578933,1.147469301,,,,,,,
298,i had to get a job early as a child .,0.371191418,0.751163831,0.508458738,1.630813987,1.122355249,,,,,,,
299,i had to have a transplant .,0.392159284,0.75650376,0.536905277,1.685568321,1.148663044,,,,,,,
300,i hate evil .,0.303207146,0.722951852,0.516818902,1.542977899,1.026158998,,,,,,,
301,i hate green beans .,0.269967175,0.705668128,0.534951806,1.510587109,0.975635303,,,,,,,
302,i hate paying my bills .,0.473139971,0.71457729,0.479381245,1.667098506,1.18771726,,,,,,,
303,i hate popcorn .,0.244636521,0.67218523,0.527222769,1.44404452,0.916821751,,,,,,,
304,i hate red meat .,0.309908961,0.711963346,0.524592825,1.546465131,1.021872306,,,,,,,
305,i hate running .,0.325085585,0.681120355,0.515379585,1.521585525,1.00620594,,,,,,,
306,i hate social obligations because i always say the wrong thing .,0.396373533,0.730621719,0.510789294,1.637784545,1.126995252,,,,,,,
307,i hate talking to people .,0.402547115,0.707810648,0.471961023,1.582318786,1.110357763,,,,,,,
308,i hate that i got my brain from the dad i never met .,0.354625296,0.77749329,0.56086098,1.692979566,1.132118586,,,,,,,
309,i hate that my mom made me get braces .,0.348868051,0.729830692,0.538381736,1.617080479,1.078698743,,,,,,,
310,i hate the feeling of chalk .,0.306294257,0.685416919,0.481964089,1.473675265,0.991711176,,,,,,,
311,i hate the holidays .,0.318509134,0.702785657,0.533533104,1.554827895,1.021294791,,,,,,,
312,i hate the taste of fish .,0.249921584,0.699830666,0.539330236,1.489082486,0.949752249,,,,,,,
313,i hate to drive .,0.328137863,0.679625838,0.473866274,1.481629975,1.007763701,,,,,,,
314,i hate to lose .,0.323464804,0.706665094,0.491442768,1.521572666,1.030129898,,,,,,,
315,i hate tofu .,0.258668814,0.700969883,0.527163141,1.486801839,0.959638698,,,,,,,
316,i hate wearing make up .,0.36221982,0.665756067,0.506402764,1.534378651,1.027975887,,,,,,,
317,i help around with bookkeeping and tours .,0.447955334,0.686156733,0.632901432,1.767013499,1.134112067,,,,,,,
318,i help my neighbor .,0.356572865,0.753736341,0.602443029,1.712752235,1.110309206,,,,,,,
319,i help out at the food bank occasionally .,0.361193273,0.685682901,0.627803141,1.674679315,1.046876174,,,,,,,
320,i help tend the fields .,0.361448733,0.733200417,0.695823011,1.790472162,1.094649151,,,,,,,
321,i help them win a lot of money .,0.392230278,0.763662777,0.657962314,1.813855369,1.155893055,,,,,,,
322,i helped design the game starcraft .,0.303920433,0.731347461,0.673359274,1.708627168,1.035267894,,,,,,,
323,i helped develop facebook .,0.333331859,0.761105396,0.59542541,1.689862665,1.094437255,,,,,,,
324,i hit for over forty million dollars .,0.404437787,0.744581276,0.575411898,1.72443096,1.149019063,,,,,,,
325,i hope it to become a doctor one day .,0.37254564,0.728912259,0.708372727,1.809830626,1.101457899,,,,,,,
326,i hope one day to own a stable of at least 10 race horses .,0.32577679,0.701998462,0.606571221,1.634346473,1.027775252,,,,,,,
327,i hope to be a football player when i grow up .,0.255335092,0.649574855,0.713558927,1.618468874,0.904909947,,,,,,,
328,i hope to become a music teacher after retirement .,0.290120667,0.652262861,0.660648354,1.603031882,0.942383528,,,,,,,
329,i hope to change the world .,0.364780743,0.757773333,0.718965397,1.841519473,1.122554077,,,,,,,
330,i hope to keep improving and go big with this sport .,0.390155879,0.71725907,0.758970017,1.866384967,1.107414949,,,,,,,
331,i hope to move out soon .,0.471208373,0.738267917,0.572001732,1.781478022,1.20947629,,,,,,,
332,i hope to one day be a published author .,0.391822918,0.693947045,0.712063852,1.797833815,1.085769963,,,,,,,
333,i hope to one day be happy with myself .,0.351519177,0.748116007,0.716000906,1.81563609,1.099635184,,,,,,,
334,i hope to retire to florida .,0.381770659,0.710937642,0.624117047,1.716825347,1.092708301,,,,,,,
335,i hope to someday compete professionally or atleast qualify for an event .,0.399564798,0.725012072,0.750946275,1.875523145,1.12457687,,,,,,,
336,i hope to travel the world one day .,0.450413915,0.727568582,0.738961745,1.916944243,1.177982498,,,,,,,
337,"i hope to visit quebec , canada someday .",0.373278349,0.714161398,0.746266136,1.833705883,1.087439748,,,,,,,
338,i i love logical and rational thinking .,0.369427827,0.724401021,0.692787536,1.786616384,1.093828848,,,,,,,
339,i joined a new team last month .,0.347513696,0.71044533,0.605180346,1.663139372,1.057959026,,,,,,,
340,i just accepted a job at the elementary school in my hometown .,0.401411761,0.703224641,0.587488168,1.69212457,1.104636402,,,,,,,
341,i just bought a new house with my partner .,0.38937608,0.728608081,0.554429326,1.672413487,1.117984161,,,,,,,
342,i just bought a new pair of sneakers and they feel great .,0.382575316,0.722371723,0.680498135,1.785445175,1.10494704,,,,,,,
343,i just bought new hoop earrings .,0.286917091,0.711950161,0.557029701,1.555896953,0.998867252,,,,,,,
344,i just finished training as a security guard .,0.462465076,0.652693974,0.471419307,1.586578357,1.11515905,,,,,,,
345,i just got a new sweater .,0.389228581,0.733503983,0.571628019,1.694360583,1.122732564,,,,,,,
346,i just got my rejection letter from the gifted program .,0.457565981,0.697868093,0.53766871,1.693102783,1.155434074,,,,,,,
347,i just moved from va to pa .,0.353279237,0.704892758,0.510248784,1.568420779,1.058171995,,,,,,,
348,i just moved into an apartment within the vicinity of my new job .,0.480253014,0.749949268,0.528763741,1.758966023,1.230202281,,,,,,,
349,i just moved into my first home .,0.418225847,0.73532317,0.539387256,1.692936274,1.153549018,,,,,,,
350,i just moved to los angeles from tokyo .,0.410614321,0.727030056,0.529195886,1.666840262,1.137644377,,,,,,,
351,i just started dating someone new .,0.404095922,0.725744157,0.534322827,1.664162906,1.129840079,,,,,,,
352,i just started the tenth grade and my concentration is in science .,0.333306588,0.673338622,0.569737296,1.576382506,1.00664521,,,,,,,
353,i just took a trip to london .,0.429394335,0.726415515,0.611295798,1.767105648,1.155809851,,,,,,,
354,i just want my voice to be heard .,0.355373494,0.751423703,0.597638648,1.704435845,1.106797197,,,,,,,
355,i kayak at the lake on weekends .,0.333590182,0.645620586,0.585643906,1.564854674,0.979210768,,,,,,,
356,i keep my hair cut very short .,0.368533479,0.752002609,0.556918472,1.677454561,1.120536089,,,,,,,
357,i know how to count cards in blackjack .,0.301629129,0.68023954,0.59394643,1.575815099,0.981868669,,,,,,,
358,i know how to drive a stickshift .,0.372651925,0.723128319,0.608693498,1.704473741,1.095780244,,,,,,,
359,i know karate .,0.337898076,0.737676184,0.62971669,1.70529095,1.07557426,,,,,,,
360,i lay awake at night so i can watch the stars .,0.268061183,0.669921761,0.570184198,1.508167142,0.937982944,,,,,,,
361,i learned how to reads when i was three .,0.308425443,0.713293901,0.605655915,1.627375259,1.021719344,,,,,,,
362,i lease my car .,0.374537881,0.76181504,0.567927311,1.704280232,1.136352921,,,,,,,
363,i leave the dogs home when i visit my parents .,0.3104493,0.763179642,0.603697023,1.677325965,1.073628942,,,,,,,
364,"i lift weights , but i never do squats .",0.437699979,0.669045683,0.464455011,1.571200674,1.106745663,,,,,,,
365,i like action movies .,0.261029927,0.694838086,0.691324655,1.647192668,0.955868013,,,,,,,
366,i like antiques .,0.384541769,0.752136806,0.672282501,1.808961075,1.136678575,,,,,,,
367,i like barbies .,0.269933388,0.736027415,0.7048724,1.710833203,1.005960803,,,,,,,
368,i like baths .,0.263686997,0.724827312,0.737392006,1.725906315,0.988514309,,,,,,,
369,i like being weird .,0.304668883,0.682595409,0.656240292,1.643504584,0.987264292,,,,,,,
370,i like books about trains .,0.264160927,0.676726293,0.675839624,1.616726843,0.94088722,,,,,,,
371,i like candy and soda .,0.231675472,0.697048046,0.73610061,1.664824128,0.928723518,,,,,,,
372,i like canning and whittling .,0.319957595,0.710876582,0.671812002,1.702646179,1.030834177,,,,,,,
373,i like chicken nuggets .,0.249795926,0.718929402,0.691507287,1.660232615,0.968725328,,,,,,,
374,i like classic radio programs .,0.295340618,0.677995719,0.684291702,1.657628038,0.973336337,,,,,,,
375,i like collectible dragon ball z figures .,0.262267537,0.663726795,0.570974384,1.496968716,0.925994332,,,,,,,
376,i like collecting rocks .,0.254345825,0.682089105,0.68701519,1.62345012,0.93643493,,,,,,,
377,i like cosplay .,0.24464789,0.647743245,0.689343924,1.581735059,0.892391135,,,,,,,
378,i like crab dipped in butter .,0.252678959,0.721802698,0.672690833,1.647172491,0.974481658,,,,,,,
379,i like cupcakes .,0.314536558,0.725464124,0.717167915,1.757168596,1.040000681,,,,,,,
380,i like doing the treadmill and rowing machine .,0.357964216,0.723234451,0.643125957,1.724324623,1.081198666,,,,,,,
381,i like donuts .,0.314497572,0.748768732,0.675391782,1.738658086,1.063266304,,,,,,,
382,"i like dr pepper and black jack gum , but not together .",0.234907589,0.686225519,0.694156779,1.615289888,0.921133109,,,,,,,
383,i like drinking expensive wine .,0.275182445,0.702481768,0.684488874,1.662153086,0.977664212,,,,,,,
384,i like early 2000s indie music .,0.247663665,0.721422799,0.718446218,1.687532682,0.969086464,,,,,,,
385,i like eating fresh mangoes in the morning .,0.211579635,0.660093934,0.731538266,1.603211835,0.871673569,,,,,,,
386,i like eating pretzels .,0.287590479,0.691497031,0.705998361,1.685085872,0.97908751,,,,,,,
387,i like every post i see on social media .,0.376177619,0.743698499,0.720115798,1.839991915,1.119876118,,,,,,,
388,i like fantasizing .,0.297720246,0.756066077,0.707694385,1.761480708,1.053786323,,,,,,,
389,i like fitness .,0.34311972,0.718367506,0.711128188,1.772615414,1.061487226,,,,,,,
390,i like free diving .,0.259032061,0.667279182,0.757113667,1.68342491,0.926311243,,,,,,,
391,i like fruit .,0.251870375,0.721776637,0.697535487,1.671182499,0.973647013,,,,,,,
392,i like getting packages in the mail .,0.402974594,0.742837918,0.63443466,1.780247173,1.145812512,,,,,,,
393,i like going barefoot .,0.303930347,0.71651092,0.664253082,1.684694349,1.020441267,,,,,,,
394,i like going to canada .,0.339279721,0.673931357,0.719015996,1.732227074,1.013211077,,,,,,,
395,i like going to foreign countries .,0.427978231,0.697690071,0.75197902,1.877647323,1.125668303,,,,,,,
396,i like going to the moives .,0.310868336,0.738269132,0.674797436,1.723934903,1.049137468,,,,,,,
397,i like going to the moves .,0.288902202,0.721266634,0.685353589,1.695522425,1.010168835,,,,,,,
398,i like green apples .,0.260937168,0.73777248,0.688737885,1.687447533,0.998709648,,,,,,,
399,i like having fried fish for supper .,0.251351789,0.703701737,0.730256828,1.685310353,0.955053526,,,,,,,
400,i like having my back scratched .,0.335604976,0.750077768,0.655919208,1.741601952,1.085682744,,,,,,,
401,i like italian cousine .,0.32373025,0.69881243,0.684378393,1.706921073,1.02254268,,,,,,,
402,i like italian cusine .,0.314609189,0.680893681,0.698335194,1.693838063,0.995502869,,,,,,,
403,i like jogging in my spare time .,0.419409549,0.699517336,0.633675363,1.752602247,1.118926885,,,,,,,
404,i like lightning mcqueen .,0.282053159,0.769353424,0.677705478,1.729112061,1.051406583,,,,,,,
405,i like lizards .,0.26725986,0.744457544,0.688837706,1.70055511,1.011717404,,,,,,,
406,i like makeup .,0.324346653,0.727054087,0.702362656,1.753763396,1.05140074,,,,,,,
407,i like meditation .,0.3926412,0.721339173,0.656366122,1.770346494,1.113980372,,,,,,,
408,"i like painting , i can cook well .",0.270298567,0.677033743,0.795041781,1.742374091,0.94733231,,,,,,,
409,i like playing ultimate in the park with my guys sometimes .,0.22823995,0.684891989,0.721552347,1.634684286,0.913131939,,,,,,,
410,i like potatoes .,0.262908126,0.720336872,0.675506673,1.65875167,0.983244997,,,,,,,
411,i like rollerblading .,0.287558257,0.703730092,0.71362315,1.704911499,0.991288349,,,,,,,
412,i like smoking weed .,0.284899698,0.687750797,0.64496536,1.617615856,0.972650496,,,,,,,
413,i like spreading laughter and love everywhere i go .,0.277603974,0.716929076,0.831485498,1.826018548,0.99453305,,,,,,,
414,i like sprite soda .,0.268698095,0.693703154,0.712222219,1.674623468,0.962401249,,,,,,,
415,i like standing in the rain .,0.233585221,0.67096499,0.726932746,1.631482957,0.90455021,,,,,,,
416,i like tailgate parties .,0.2102487,0.648599794,0.726094461,1.584942955,0.858848494,,,,,,,
417,i like tall men .,0.302298111,0.722267094,0.654688298,1.679253503,1.024565206,,,,,,,
418,i like the flintstones .,0.226437225,0.689187318,0.676825086,1.59244963,0.915624544,,,,,,,
419,i like the internet .,0.347026701,0.700268832,0.650420442,1.697715975,1.047295533,,,,,,,
420,i like the movie godfather .,0.220667532,0.665613377,0.689170229,1.575451138,0.88628091,,,,,,,
421,i like the music group the backstreet boys .,0.217158673,0.684828705,0.709099638,1.611087016,0.901987378,,,,,,,
422,i like things in organized .,0.407291988,0.766721842,0.69032276,1.864336589,1.17401383,,,,,,,
423,i like things that explode .,0.34474158,0.75366129,0.704127592,1.802530462,1.09840287,,,,,,,
424,i like thomas the tank engine .,0.259112142,0.719137024,0.681607973,1.65985714,0.978249166,,,,,,,
425,i like to arm wrestle .,0.25249557,0.674879637,0.643292704,1.570667911,0.927375207,,,,,,,
426,i like to attend wine tours .,0.232979494,0.680860848,0.720070024,1.633910366,0.913840343,,,,,,,
427,i like to bake brownies .,0.281671961,0.628425998,0.668993712,1.579091671,0.910097959,,,,,,,
428,i like to bowl .,0.222441976,0.665716762,0.639874285,1.528033024,0.888158738,,,,,,,
429,i like to come up with new hairstyles .,0.387811711,0.733459125,0.675279279,1.796550115,1.121270836,,,,,,,
430,i like to cook breakfast on sundays .,0.345803417,0.628297197,0.768934738,1.743035351,0.974100613,,,,,,,
431,i like to cook stews .,0.283074006,0.655432054,0.747891313,1.686397373,0.93850606,,,,,,,
432,i like to cook with food i grow in my garden .,0.290021564,0.67016418,0.68747586,1.647661604,0.960185744,,,,,,,
433,i like to create websites .,0.379382403,0.709376697,0.680751066,1.769510166,1.0887591,,,,,,,
434,i like to do crafts .,0.360219411,0.714675206,0.734913806,1.809808423,1.074894617,,,,,,,
435,i like to donate time and money to charity .,0.398895291,0.68038102,0.642047066,1.721323377,1.079276311,,,,,,,
436,i like to dress up for other people .,0.403295376,0.681633866,0.733022092,1.817951334,1.084929242,,,,,,,
437,i like to drink chai tea before bed every night .,0.295538131,0.684809372,0.675217982,1.655565484,0.980347503,,,,,,,
438,i like to drive for hours .,0.409222706,0.709170621,0.639711407,1.758104735,1.118393327,,,,,,,
439,i like to eat cheetos .,0.238452073,0.688208709,0.6938371,1.620497882,0.926660782,,,,,,,
440,i like to eat chocolate candy .,0.228168849,0.686720966,0.728950702,1.643840516,0.914889814,,,,,,,
441,i like to eat hamburgers and french fries .,0.302042195,0.705627306,0.706480908,1.714150409,1.007669501,,,,,,,
442,i like to eat hard boiled eggs .,0.309778686,0.699517528,0.680237069,1.689533283,1.009296214,,,,,,,
443,i like to eat the skin of the apple .,0.228633366,0.695773863,0.683560943,1.607968171,0.924407228,,,,,,,
444,i like to fly kites .,0.289891735,0.715274935,0.66901823,1.6741849,1.00516667,,,,,,,
445,i like to give them sassy sounding names that actually help people think nice things .,0.293379992,0.733063156,0.709487351,1.735930499,1.026443148,,,,,,,
446,i like to go fishing on my viking boat .,0.237070927,0.668056634,0.651773083,1.556900644,0.90512756,,,,,,,
447,i like to go hiking in the mornings to see the sunset .,0.320148408,0.653485861,0.774241315,1.747875583,0.973634268,,,,,,,
448,i like to go to the casino on weekends .,0.384840862,0.67239785,0.646517235,1.703755947,1.057238712,,,,,,,
449,i like to go to the gym and work out .,0.40186741,0.66884471,0.691278015,1.761990135,1.07071212,,,,,,,
450,i like to go to the opera .,0.262298354,0.690906827,0.704081579,1.65728676,0.95320518,,,,,,,
451,i like to grow my own herbs and vegetables in my garden .,0.329875104,0.678105445,0.635485197,1.643465746,1.007980548,,,,,,,
452,i like to invest in the stock market .,0.417540072,0.650506414,0.589616194,1.65766268,1.068046486,,,,,,,
453,i like to kayak .,0.265268444,0.677786667,0.721798097,1.664853208,0.943055111,,,,,,,
454,i like to keep my stockpile organised .,0.489026904,0.721432342,0.622364962,1.832824207,1.210459246,,,,,,,
455,i like to listen to someone else reading a book .,0.315647198,0.71173031,0.698341468,1.725718976,1.027377508,,,,,,,
456,i like to live off of the land .,0.364688468,0.727534838,0.640925351,1.733148657,1.092223306,,,,,,,
457,i like to look at blocks and sing about letters .,0.279808561,0.706643689,0.70291029,1.689362539,0.986452249,,,,,,,
458,i like to make boats on the weekends .,0.372637758,0.697809652,0.660230155,1.730677566,1.07044741,,,,,,,
459,i like to make cellphone apps that would help heal our world .,0.360015766,0.699966236,0.693347533,1.753329535,1.059982002,,,,,,,
460,i like to make fresh pies .,0.281038243,0.69802434,0.665870599,1.644933181,0.979062582,,,,,,,
461,i like to make my own coffee .,0.362328757,0.665713832,0.715171557,1.743214147,1.02804259,,,,,,,
462,i like to make time stop .,0.360584014,0.722514843,0.672247512,1.755346369,1.083098857,,,,,,,
463,i like to party .,0.25691187,0.648690685,0.714253341,1.619855895,0.905602554,,,,,,,
464,i like to pickle eggs .,0.230274706,0.650412657,0.665135313,1.545822677,0.880687364,,,,,,,
465,i like to place blame on other people even when i know it is my fault .,0.372707769,0.729977179,0.446013563,1.548698511,1.102684948,,,,,,,
466,i like to play sports and get fresh air .,0.32799148,0.720863877,0.7427077,1.791563057,1.048855357,,,,,,,
467,i like to race go carts .,0.291544471,0.71061331,0.658308846,1.660466627,1.00215778,,,,,,,
468,i like to race rc cars .,0.30248712,0.685703682,0.696942354,1.685133156,0.988190802,,,,,,,
469,i like to refurbish classic cars .,0.440221265,0.692127698,0.698558699,1.830907662,1.132348963,,,,,,,
470,i like to remodel homes .,0.477329413,0.627736384,0.554101525,1.659167322,1.105065797,,,,,,,
471,i like to run so that i can clear my head .,0.456209503,0.689447829,0.696735529,1.842392861,1.145657331,,,,,,,
472,i like to shoot a bow .,0.271663116,0.672719687,0.627874147,1.57225695,0.944382803,,,,,,,
473,i like to shop at goodwill .,0.326466944,0.66574037,0.712189907,1.704397221,0.992207314,,,,,,,
474,i like to sit on couch all day .,0.400765062,0.720936176,0.640618616,1.762319854,1.121701238,,,,,,,
475,i like to smell my own farts .,0.269810381,0.702182204,0.679000824,1.650993408,0.971992585,,,,,,,
476,i like to stay fit .,0.388358746,0.721796447,0.644555512,1.754710705,1.110155193,,,,,,,
477,i like to take cold showers .,0.334665523,0.704096343,0.660769331,1.699531197,1.038761867,,,,,,,
478,i like to take drives in the country .,0.4157934,0.661278935,0.718584282,1.795656617,1.077072335,,,,,,,
479,i like to talk but people have a hard time understanding .,0.438817741,0.742110384,0.637247765,1.818175891,1.180928125,,,,,,,
480,i like to tan in tanning beds .,0.2428714,0.677430595,0.714929749,1.635231744,0.920301995,,,,,,,
481,i like to think about what it would be like to be an artist .,0.333430839,0.716750826,0.683081825,1.73326349,1.050181665,,,,,,,
482,i like to train dogs .,0.277537805,0.670016469,0.638572713,1.586126987,0.947554274,,,,,,,
483,i like to try different beers from various countries .,0.296725435,0.724288217,0.735350481,1.756364133,1.021013652,,,,,,,
484,i like to use a lot of exclamation marks when i type .,0.351247463,0.754200636,0.666847162,1.77229526,1.105448098,,,,,,,
485,i like to use candles instead of lights .,0.30188632,0.746020268,0.662423353,1.71032994,1.047906587,,,,,,,
486,i like to visit places around the world .,0.43415521,0.680394051,0.775140612,1.889689874,1.114549262,,,,,,,
487,i like to vote .,0.335413247,0.724749688,0.669926224,1.73008916,1.060162935,,,,,,,
488,i like to watch ma .,0.226654352,0.704432525,0.647697613,1.57878449,0.931086877,,,,,,,
489,i like to watch people pray together .,0.27852803,0.661722337,0.685508251,1.625758618,0.940250367,,,,,,,
490,i like to work out at the gym to christian electronic dance music .,0.317817275,0.675601938,0.733687437,1.727106651,0.993419213,,,,,,,
491,i like to work puzzles .,0.35353443,0.692022148,0.643416742,1.68897332,1.045556578,,,,,,,
492,i like to work with acrylics .,0.403950617,0.703926878,0.663250979,1.771128475,1.107877495,,,,,,,
493,i like to workout a a times a week .,0.417421674,0.689363088,0.712128335,1.818913096,1.106784762,,,,,,,
494,i like to write my own songs .,0.285513942,0.659366335,0.649505517,1.594385794,0.944880277,,,,,,,
495,i like victorian things .,0.306414252,0.74015137,0.678917877,1.725483499,1.046565622,,,,,,,
496,i like vintage furniture .,0.354734955,0.744044597,0.689853284,1.788632836,1.098779552,,,,,,,
497,i like watching action adventure movies and eating popcorn .,0.226790525,0.653689322,0.712432677,1.592912524,0.880479847,,,,,,,
498,i like watching videos of surgery .,0.288255609,0.661349598,0.64464894,1.594254148,0.949605208,,,,,,,
499,i like watching war documentaries .,0.31885954,0.673394582,0.640382635,1.632636757,0.992254122,,,,,,,
500,"i like wide , open spaces .",0.324630913,0.759364393,0.709684584,1.793679891,1.083995306,,,,,,,
501,i listen to a fall out boy record every day .,0.232573252,0.686992407,0.64483997,1.564405629,0.919565659,,,,,,,
502,i listen to a lot of strange music .,0.301513737,0.70629297,0.638106337,1.645913044,1.007806707,,,,,,,
503,i listen to katie perry while in the shower .,0.220389362,0.71163777,0.656206116,1.588233248,0.932027132,,,,,,,
504,i listen to podcasts .,0.36132749,0.722108457,0.625198961,1.708634908,1.083435947,,,,,,,
505,"i listen to techno music , exclusively .",0.240082545,0.701144099,0.73039615,1.671622794,0.941226644,,,,,,,
506,i live a lie .,0.306544546,0.726645562,0.490035894,1.523226001,1.033190107,,,,,,,
507,i live close to the coast .,0.332208652,0.740445132,0.551942455,1.62459624,1.072653784,,,,,,,
508,i live down the street from miley cyrus and pnb rock .,0.34709224,0.738900544,0.557667881,1.643660665,1.085992783,,,,,,,
509,i live in a bad neighborhood .,0.456286891,0.71053129,0.460466436,1.627284617,1.166818181,,,,,,,
510,i live in a house with a yard .,0.375457361,0.720838254,0.504683858,1.600979473,1.096295615,,,,,,,
511,i live in a medium sized city .,0.429133462,0.717119284,0.535228674,1.68148142,1.146252746,,,,,,,
512,i live in a retirement home .,0.392449819,0.71749064,0.455171488,1.565111948,1.109940459,,,,,,,
513,i live in a suburb of boston .,0.433237282,0.73619712,0.527160745,1.696595146,1.169434402,,,,,,,
514,i live in a tiny house to save money .,0.4939232,0.699605208,0.483280931,1.676809339,1.193528408,,,,,,,
515,i live in ahuge mansion .,0.377311746,0.735872089,0.545849936,1.659033771,1.113183835,,,,,,,
516,i live in alaska .,0.353946995,0.71940475,0.52592048,1.599272226,1.073351745,,,,,,,
517,i live in california but the recording artist market was dead last year .,0.409157196,0.714339614,0.543157552,1.666654362,1.12349681,,,,,,,
518,i live in cape hatteras .,0.372005881,0.71129183,0.507895376,1.591193087,1.083297711,,,,,,,
519,"i live in celebration , florida .",0.257266485,0.66835641,0.537627695,1.46325059,0.925622895,,,,,,,
520,i live in chicago .,0.397848606,0.726162604,0.540042176,1.664053386,1.12401121,,,,,,,
521,i live in colorado .,0.357380026,0.707047122,0.552585336,1.617012484,1.064427148,,,,,,,
522,i live in japan and own the biggest mansion in the country .,0.373717452,0.733058226,0.583861381,1.690637059,1.106775678,,,,,,,
523,i live in kansas .,0.369941583,0.725024111,0.538381432,1.633347126,1.094965694,,,,,,,
524,i live in my foreign car outside los angeles .,0.355628986,0.740320418,0.549699714,1.645649118,1.095949404,,,,,,,
525,i live in nashville .,0.423031554,0.717828876,0.529463179,1.670323608,1.140860429,,,,,,,
526,i live in new york and i love the local shops around here .,0.484106638,0.668496095,0.732732714,1.885335448,1.152602733,,,,,,,
527,i live in north dakota .,0.433177344,0.72330598,0.539070099,1.695553423,1.156483325,,,,,,,
528,i live in pittsburgh .,0.414137294,0.711257239,0.520598352,1.645992885,1.125394533,,,,,,,
529,"i live in springfield , mo .",0.410468077,0.710578012,0.509000055,1.630046143,1.121046088,,,,,,,
530,i live in the cloud .,0.219454253,0.692874972,0.500808868,1.413138093,0.912329225,,,,,,,
531,i live in the great white north .,0.257420996,0.699126355,0.669861499,1.626408851,0.956547351,,,,,,,
532,i live in vermont .,0.387292666,0.713099847,0.519858859,1.620251372,1.100392513,,,,,,,
533,"i live in vienna , austria now .",0.475778717,0.718838338,0.511789132,1.706406187,1.194617055,,,,,,,
534,i live life to its fullest .,0.381676493,0.731606041,0.735338921,1.848621455,1.113282535,,,,,,,
535,i live near a park .,0.332852162,0.741745398,0.554526403,1.629123964,1.074597561,,,,,,,
536,i live near the ocean .,0.284499099,0.731416738,0.556430463,1.5723463,1.015915837,,,,,,,
537,i live on a beet farm .,0.339786946,0.723026819,0.500070757,1.562884522,1.062813765,,,,,,,
